customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
481A-B,Male,0,No,Yes,10,Yes,No phone service,Fiber optic,No,No,Yes,Yes,No internet service,Yes,Month-to-month,No,Electronic check,68.62094564438378,671.8503369253835,Yes
482A-B,Male,1,No,Yes,23,No,Yes,No,No,Yes,No,Yes,No internet service,No,Two year,Yes,Bank transfer (automatic),92.66006692078041,2132.4740649249384,No
483A-B,Male,0,Yes,Yes,27,No,No,DSL,No internet service,No,Yes,Yes,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),30.997002934403326,832.2429813049425,No
484A-B,Female,0,No,No,1,No,No phone service,Fiber optic,No,No internet service,No internet service,No,Yes,No internet service,One year,No,Mailed check,45.39342241531379,34.323434922812325,No
485A-B,Male,1,Yes,Yes,47,Yes,No,No,No,Yes,Yes,No,Yes,No,Two year,Yes,Electronic check,70.11447387567728,3307.050863096923,No
486A-B,Female,1,No,No,39,Yes,Yes,Fiber optic,Yes,No,No,No internet service,Yes,No,Two year,Yes,Bank transfer (automatic),73.34674605240053,2858.974113833903,No
487A-B,Male,0,Yes,Yes,52,Yes,No phone service,Fiber optic,Yes,No internet service,No,No,Yes,Yes,One year,No,Bank transfer (automatic),118.49031863209612,6167.267421576404,No
488A-B,Female,0,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,Yes,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),41.52438909240809,170.05764365577303,Yes
489A-B,Female,0,Yes,Yes,66,Yes,No phone service,DSL,No internet service,No,No internet service,No,Yes,No,Two year,No,Electronic check,114.92984506433423,7599.179611178376,No
490A-B,Female,0,No,Yes,2,Yes,Yes,Fiber optic,No,No internet service,Yes,No internet service,No,Yes,One year,Yes,Bank transfer (automatic),53.69602487677547,100.2709458085709,Yes
491A-B,Female,0,Yes,Yes,68,Yes,No phone service,DSL,No,No,No,No internet service,Yes,No internet service,Two year,Yes,Bank transfer (automatic),105.07106716993539,7135.134020955335,No
492A-B,Male,0,Yes,No,11,Yes,No,Fiber optic,No,No,Yes,No internet service,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),42.97447000247584,466.3751490473825,Yes
493A-B,Male,0,No,No,60,Yes,No phone service,DSL,Yes,No internet service,Yes,No internet service,Yes,Yes,Two year,No,Electronic check,103.78263695569092,6233.705337050043,No
494A-B,Male,1,Yes,No,64,No,No,Fiber optic,Yes,Yes,No,No internet service,No,Yes,Two year,No,Credit card (automatic),32.19847136998224,2063.176418968102,No
495A-B,Female,0,No,No,5,No,Yes,No,No,No internet service,No internet service,No,No,No internet service,Month-to-month,No,Electronic check,31.640763794804528,179.01618623468522,Yes
496A-B,Female,1,Yes,Yes,29,No,Yes,No,No internet service,No,Yes,No,No,No,One year,Yes,Mailed check,59.756757210487116,1737.3715361476975,No
497A-B,Male,0,Yes,Yes,35,No,No,No,No internet service,Yes,No internet service,Yes,No,Yes,Two year,Yes,Credit card (automatic),47.88658342010292,1679.9087945367876,No
498A-B,Male,1,Yes,Yes,3,No,No,DSL,No internet service,No internet service,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),53.03815960412167,154.91330366805985,Yes
499A-B,Male,1,No,No,6,Yes,No,DSL,No internet service,Yes,No internet service,Yes,Yes,No internet service,Month-to-month,No,Electronic check,47.72974283138245,299.6285387298914,Yes
500A-B,Male,1,Yes,No,38,Yes,No phone service,No,Yes,No,Yes,Yes,No internet service,Yes,Two year,Yes,Bank transfer (automatic),66.82099765590408,2532.8620501728365,No
501A-B,Male,1,No,No,14,No,No,DSL,Yes,Yes,No,No,No internet service,No,One year,No,Electronic check,87.5150391982195,1226.6721133336573,Yes
502A-B,Male,0,Yes,No,39,Yes,No phone service,Fiber optic,No,No internet service,No internet service,No,Yes,Yes,Month-to-month,No,Mailed check,64.84259375828597,2535.0191297940537,Yes
503A-B,Male,0,Yes,No,1,No,No,Fiber optic,No internet service,Yes,Yes,No,Yes,No internet service,Month-to-month,No,Mailed check,35.81212175423744,15.652330339552623,Yes
504A-B,Male,0,No,Yes,25,No,No,No,No,Yes,No,Yes,Yes,No,Two year,No,Mailed check,79.69345101492695,1986.0567025531582,No
505A-B,Female,0,No,No,68,No,No,DSL,No,No,No internet service,No,No internet service,No internet service,Two year,No,Credit card (automatic),117.21606142107079,7952.2841960135875,No
506A-B,Male,0,Yes,No,10,Yes,Yes,No,No,Yes,Yes,No internet service,Yes,No,Month-to-month,Yes,Credit card (automatic),102.58714277997089,1028.5812769714576,Yes
507A-B,Female,0,No,No,24,No,Yes,DSL,No,Yes,Yes,No,No,No internet service,Two year,Yes,Bank transfer (automatic),99.61233726841957,2377.4976592972844,No
508A-B,Male,0,No,No,11,Yes,Yes,No,No internet service,No internet service,Yes,Yes,No,No,One year,No,Bank transfer (automatic),41.128717908879175,465.8755722481407,No
509A-B,Female,0,Yes,No,4,Yes,Yes,Fiber optic,Yes,No internet service,No,Yes,Yes,No internet service,Month-to-month,No,Electronic check,26.704943897367773,90.85878674716595,Yes
510A-B,Female,1,No,No,67,No,Yes,No,Yes,No internet service,No internet service,No internet service,Yes,Yes,Two year,No,Bank transfer (automatic),56.45314038786678,3781.7621964031136,No
511A-B,Female,0,Yes,No,6,No,Yes,DSL,No internet service,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),100.10244852243952,597.5260877659956,No
512A-B,Male,0,Yes,No,5,Yes,No,DSL,No,No internet service,Yes,No internet service,Yes,No internet service,Month-to-month,Yes,Mailed check,101.00463953523823,499.67307598833935,Yes
513A-B,Female,0,No,No,54,No,Yes,No,No,No,No,Yes,No internet service,Yes,Two year,Yes,Mailed check,48.410810999352805,2617.376913650198,No
514A-B,Female,0,No,Yes,3,Yes,No phone service,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,39.22103756825421,127.20020133787682,Yes
515A-B,Female,0,Yes,No,8,No,Yes,No,No internet service,No internet service,Yes,No internet service,No,No,Month-to-month,Yes,Electronic check,77.65549131467661,620.7385812434547,Yes
516A-B,Female,0,No,Yes,70,No,No phone service,Fiber optic,No,Yes,No,No internet service,No,No internet service,Two year,Yes,Bank transfer (automatic),74.04891330336343,5190.730039398672,No
517A-B,Female,0,Yes,No,71,No,No,DSL,No,Yes,No,Yes,No internet service,No internet service,One year,No,Mailed check,55.9886339874855,3966.2639738231965,No
518A-B,Male,0,No,Yes,69,Yes,Yes,DSL,No internet service,No,No,No internet service,No internet service,No,Two year,No,Electronic check,21.099509855162943,1445.209524078313,No
519A-B,Male,0,Yes,Yes,36,No,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Mailed check,107.1048534186249,3840.4043922040655,No
520A-B,Male,0,No,Yes,4,No,Yes,No,No internet service,No,No,Yes,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),112.27337732676641,462.13404280724376,Yes
521A-B,Female,0,No,No,52,No,Yes,DSL,No,No internet service,No internet service,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),27.60011414834514,1454.433224984181,No
522A-B,Female,0,No,No,10,No,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),36.70549452886215,372.1386290908835,Yes
523A-B,Female,0,No,No,1,Yes,Yes,DSL,No internet service,No internet service,No,No,No,Yes,Month-to-month,No,Mailed check,112.3606892330773,105.32386781363694,Yes
524A-B,Male,0,No,Yes,1,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),68.51522250782045,90.05314274765188,Yes
525A-B,Male,0,No,Yes,25,No,No phone service,No,No internet service,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,30.181324284655865,756.8158378469221,No
526A-B,Male,0,Yes,Yes,69,Yes,No phone service,DSL,Yes,Yes,No internet service,Yes,No internet service,No internet service,One year,No,Mailed check,87.5962459405571,6036.5056261509,No
527A-B,Male,0,Yes,Yes,6,No,No phone service,DSL,Yes,No internet service,No,No,No,Yes,One year,No,Credit card (automatic),103.49879899768587,618.2760338689451,No
528A-B,Female,1,Yes,No,3,Yes,No phone service,DSL,No,Yes,No,No internet service,Yes,No,Month-to-month,No,Bank transfer (automatic),93.51672321668983,270.1105181927032,Yes
529A-B,Male,0,No,No,7,No,No,No,No internet service,No,Yes,No internet service,No internet service,No,Month-to-month,Yes,Electronic check,65.39489219424797,453.291712335403,Yes
530A-B,Female,0,Yes,No,26,No,No,DSL,Yes,No,No internet service,Yes,No internet service,No,Two year,Yes,Electronic check,34.924966082681365,893.4131749643537,No
531A-B,Female,1,No,Yes,7,No,Yes,DSL,Yes,No,No internet service,No internet service,No,No internet service,Month-to-month,No,Credit card (automatic),32.17664966807013,213.85778410901386,No
532A-B,Female,0,Yes,Yes,10,No,Yes,DSL,No internet service,No internet service,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,89.95041541237134,906.6344595927752,Yes
533A-B,Male,0,Yes,Yes,19,Yes,No,DSL,Yes,Yes,No internet service,Yes,Yes,No,One year,Yes,Electronic check,98.09896969449473,1858.7213185334128,No
534A-B,Male,1,No,Yes,14,Yes,Yes,Fiber optic,Yes,Yes,No,No internet service,No internet service,Yes,Month-to-month,No,Mailed check,90.59589262055583,1278.2689114089637,Yes
535A-B,Female,0,No,Yes,2,No,No phone service,No,Yes,Yes,No,No,No internet service,No,Month-to-month,No,Mailed check,88.73383399573001,167.7816222080972,Yes
536A-B,Female,1,Yes,No,2,No,No phone service,No,No,No,No internet service,No,No,No,Month-to-month,Yes,Bank transfer (automatic),91.50622063054573,205.54531975697492,Yes
537A-B,Male,0,Yes,No,69,Yes,Yes,No,No,No internet service,No,No,Yes,No internet service,Two year,Yes,Mailed check,98.59095750341594,6812.298327526387,No
538A-B,Female,0,Yes,Yes,47,Yes,No phone service,No,Yes,No,Yes,No,No,Yes,Two year,No,Bank transfer (automatic),40.77315609050888,1893.7225217523546,No
539A-B,Male,0,Yes,No,42,Yes,No,DSL,Yes,No,No internet service,Yes,No,Yes,Two year,Yes,Mailed check,23.55434894431187,995.0530246168855,No
540A-B,Female,0,No,No,52,Yes,No phone service,DSL,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),31.31652820418804,1635.3694206630175,No
541A-B,Female,0,No,No,11,Yes,No,Fiber optic,Yes,No internet service,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),59.92171247090441,666.2754584008525,Yes
542A-B,Male,0,Yes,Yes,5,Yes,No,DSL,Yes,No,Yes,No internet service,No internet service,Yes,Month-to-month,No,Electronic check,21.33001144769077,102.30513221212789,Yes
543A-B,Female,0,Yes,No,47,Yes,No phone service,Fiber optic,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),58.83392123975311,2770.002077472053,No
544A-B,Male,0,Yes,Yes,6,Yes,No phone service,No,Yes,No internet service,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),38.53573322777435,224.63283120301332,Yes
545A-B,Male,0,Yes,No,52,No,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,45.80438459670532,2393.2198046819076,No
546A-B,Male,0,No,No,63,Yes,No,DSL,No internet service,No,No,Yes,No internet service,Yes,Two year,Yes,Credit card (automatic),105.62844369747447,6643.902599928247,No
547A-B,Female,0,Yes,Yes,6,No,Yes,Fiber optic,No,No,No internet service,No internet service,Yes,Yes,Month-to-month,Yes,Electronic check,61.051022904219515,366.8556096531453,Yes
548A-B,Male,1,Yes,Yes,42,Yes,No phone service,Fiber optic,Yes,No,No internet service,Yes,No,Yes,One year,No,Mailed check,32.08475091797138,1326.7327357340594,No
549A-B,Female,0,No,No,4,Yes,Yes,Fiber optic,No internet service,Yes,No,No,Yes,No,One year,No,Electronic check,43.55511741757465,172.98532564469642,Yes
550A-B,Male,0,Yes,Yes,49,No,Yes,No,No,Yes,No,No internet service,No internet service,No,Two year,No,Credit card (automatic),66.59638787932903,3279.0102912136695,No
551A-B,Female,0,No,Yes,7,Yes,No,DSL,No internet service,No internet service,No,No,No internet service,No,One year,No,Bank transfer (automatic),116.79031263449168,822.042316975142,No
552A-B,Male,1,No,Yes,10,Yes,No phone service,No,No internet service,No,No,Yes,Yes,No internet service,One year,No,Mailed check,115.86925029448535,1156.9845844054075,No
553A-B,Male,0,No,No,27,No,Yes,Fiber optic,No internet service,No internet service,No internet service,Yes,No,No internet service,One year,No,Bank transfer (automatic),105.40024222013068,2847.668537902001,No
554A-B,Female,0,Yes,Yes,34,No,No phone service,No,No,Yes,No internet service,Yes,No internet service,Yes,Two year,No,Bank transfer (automatic),43.61126131243278,1496.699530477094,No
555A-B,Male,0,Yes,Yes,35,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),95.55430199994807,3352.906953790474,Yes
556A-B,Female,0,No,Yes,5,No,Yes,Fiber optic,No,No,No internet service,Yes,No internet service,Yes,Month-to-month,Yes,Electronic check,90.01364747868806,447.0199765431744,Yes
557A-B,Male,0,No,No,32,No,No phone service,Fiber optic,No,Yes,Yes,Yes,No internet service,Yes,Two year,Yes,Credit card (automatic),92.87285843431053,2972.020015363983,No
558A-B,Male,0,Yes,No,10,No,No phone service,No,No,Yes,No,No internet service,No,Yes,Month-to-month,Yes,Bank transfer (automatic),71.60429490352885,713.3571163828486,Yes
559A-B,Female,0,No,Yes,10,No,No,Fiber optic,Yes,Yes,Yes,Yes,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),25.568754988927385,256.16182599775493,Yes
560A-B,Female,0,Yes,Yes,54,No,No,No,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,116.27533157173566,6296.480371275979,No
561A-B,Male,0,No,Yes,6,No,No,DSL,Yes,No,No,Yes,No,Yes,One year,No,Bank transfer (automatic),118.16344858403166,726.7519971606366,Yes
562A-B,Male,0,Yes,No,8,No,No,Fiber optic,Yes,No internet service,Yes,No,Yes,No,One year,Yes,Electronic check,90.35372846447235,726.0118670474693,Yes
563A-B,Female,0,No,Yes,11,Yes,No,No,Yes,Yes,No internet service,No,No,No internet service,Month-to-month,No,Credit card (automatic),20.09472684929341,216.68513136146166,Yes
564A-B,Female,0,Yes,No,41,No,No phone service,Fiber optic,Yes,No,No internet service,Yes,Yes,No internet service,Two year,No,Bank transfer (automatic),28.403269416330502,1154.2941816988387,No
565A-B,Female,0,Yes,No,5,No,No phone service,No,Yes,No internet service,No internet service,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),39.1005255544796,206.7651628470469,Yes
566A-B,Female,0,Yes,No,5,Yes,No phone service,DSL,No,No,No internet service,Yes,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),53.93151800816043,257.56945371691603,Yes
567A-B,Male,0,Yes,No,64,No,No,Fiber optic,No internet service,Yes,Yes,No internet service,No internet service,No,Two year,Yes,Electronic check,41.17501939091052,2650.001959332168,No
568A-B,Female,1,No,Yes,26,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Two year,No,Mailed check,114.79011219932258,2988.6110552187793,No
569A-B,Male,0,No,Yes,6,Yes,Yes,DSL,No internet service,No,Yes,No,No internet service,No,One year,Yes,Bank transfer (automatic),52.030759858624386,326.96769273735134,No
570A-B,Female,0,Yes,No,1,No,No phone service,No,No,Yes,No,No internet service,Yes,Yes,Month-to-month,No,Credit card (automatic),62.40956861796596,65.98350235670739,Yes
571A-B,Male,1,Yes,Yes,42,Yes,No phone service,DSL,No,No,No,No internet service,No internet service,No,Two year,No,Credit card (automatic),57.31412429900806,2398.1158016994627,No
572A-B,Female,0,No,Yes,25,Yes,No,DSL,Yes,No internet service,No,No internet service,No internet service,No,Two year,No,Electronic check,93.90803324007658,2361.2496500274106,Yes
573A-B,Female,0,Yes,Yes,63,No,Yes,DSL,No,Yes,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),78.36161899601794,4930.1933498541,No
574A-B,Female,0,Yes,No,9,Yes,No,DSL,Yes,Yes,No,No internet service,No,No,Month-to-month,No,Bank transfer (automatic),106.93436239168044,968.2298641997505,Yes
575A-B,Male,0,Yes,No,4,No,No,DSL,No internet service,Yes,Yes,No internet service,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),109.0460365660974,446.5988120200643,Yes
576A-B,Male,0,No,No,11,No,No phone service,DSL,No,Yes,No internet service,Yes,No internet service,Yes,One year,No,Electronic check,81.46174516547957,895.5113935088257,No
577A-B,Female,0,Yes,Yes,49,No,Yes,No,Yes,No,Yes,No internet service,No internet service,No,Two year,Yes,Credit card (automatic),44.73878153296079,2162.337940516405,No
578A-B,Male,0,No,Yes,14,Yes,No,DSL,Yes,No internet service,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),59.827843318723744,843.0673601768314,Yes
579A-B,Female,0,Yes,No,6,No,Yes,DSL,Yes,No internet service,Yes,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,22.106319071412454,133.5511310430623,No
580A-B,Female,1,No,Yes,11,No,Yes,Fiber optic,No,No internet service,No,No,No,No internet service,Month-to-month,Yes,Mailed check,109.05136998775873,1203.8634892034365,Yes
581A-B,Male,0,Yes,Yes,6,Yes,No,DSL,No internet service,No,No internet service,Yes,No internet service,Yes,One year,Yes,Electronic check,20.87114618638519,120.10391853157725,Yes
582A-B,Male,0,Yes,No,53,Yes,No,No,No,Yes,Yes,No internet service,Yes,No,Two year,Yes,Bank transfer (automatic),63.29198018873883,3356.8781790578455,No
583A-B,Female,0,Yes,No,4,No,No phone service,DSL,No,No internet service,No,Yes,Yes,No internet service,Month-to-month,No,Mailed check,30.984863659351852,132.30050835114335,Yes
584A-B,Female,0,No,No,36,No,No,No,No internet service,Yes,No internet service,No,Yes,No,One year,No,Bank transfer (automatic),110.12877854257184,3948.4188859399474,No
585A-B,Female,0,Yes,Yes,4,No,Yes,DSL,No internet service,No internet service,No internet service,No,No internet service,No,One year,Yes,Electronic check,74.77953222292948,301.6378872635119,No
586A-B,Male,0,Yes,Yes,38,No,No phone service,Fiber optic,No internet service,Yes,Yes,No,No internet service,No,Two year,Yes,Bank transfer (automatic),22.592479586459195,847.033628846678,Yes
587A-B,Female,1,Yes,No,22,No,No,No,No,Yes,No internet service,No,No internet service,Yes,One year,No,Bank transfer (automatic),33.7901278459767,745.3944411961551,No
588A-B,Female,0,Yes,No,14,Yes,Yes,DSL,No,Yes,Yes,No internet service,No,Yes,Month-to-month,Yes,Credit card (automatic),87.64909167812978,1241.1074401551841,No
589A-B,Male,0,Yes,Yes,2,No,No phone service,Fiber optic,No internet service,Yes,No,No internet service,Yes,No,One year,Yes,Electronic check,37.11987307156884,70.33101513603472,Yes
590A-B,Male,0,Yes,Yes,37,No,No,DSL,No,Yes,Yes,No internet service,No,No internet service,One year,No,Mailed check,57.052488578792044,2124.8696174826337,No
591A-B,Female,0,Yes,Yes,11,No,No phone service,DSL,Yes,Yes,No,No,No,Yes,One year,No,Mailed check,41.324238798100616,440.0605103118777,No
592A-B,Male,0,No,No,22,Yes,No phone service,DSL,No,Yes,Yes,No,No internet service,No,One year,No,Bank transfer (automatic),57.32275196037482,1252.620609835805,No
593A-B,Female,0,No,Yes,21,Yes,No,No,No,No,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),76.31699031922247,1603.4710737725404,No
594A-B,Male,0,No,No,8,Yes,No phone service,DSL,No internet service,Yes,Yes,No,Yes,No,Month-to-month,No,Mailed check,76.80441892292416,622.5867407493716,Yes
595A-B,Male,1,No,No,4,No,Yes,No,No internet service,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,74.50043074534352,299.2702195322426,Yes
596A-B,Female,1,No,Yes,6,Yes,No,DSL,No,Yes,No internet service,No internet service,No,No internet service,Month-to-month,Yes,Mailed check,82.98136787186314,496.0702146820445,Yes
597A-B,Male,1,Yes,No,4,Yes,Yes,No,No,No internet service,No,Yes,No,Yes,Month-to-month,No,Electronic check,39.546572607155525,163.24729546885288,Yes
598A-B,Female,0,No,No,6,Yes,No,Fiber optic,Yes,Yes,No internet service,No internet service,Yes,Yes,Month-to-month,No,Mailed check,39.41224785912385,232.16796533479098,No
599A-B,Male,1,Yes,No,59,Yes,No phone service,No,No,No,No,Yes,No internet service,No internet service,Month-to-month,Yes,Mailed check,36.96112498816787,2184.1928403268384,No
600A-B,Female,0,Yes,No,11,No,No,Fiber optic,No internet service,No internet service,No,No internet service,Yes,No,Month-to-month,No,Mailed check,87.34091069370305,963.3382448823554,Yes
601A-B,Male,0,Yes,Yes,41,No,Yes,Fiber optic,Yes,Yes,No internet service,No internet service,Yes,Yes,Month-to-month,No,Credit card (automatic),99.15939460099257,4068.6070260381707,Yes
602A-B,Female,0,No,No,4,No,No,Fiber optic,No,No internet service,No internet service,Yes,No internet service,No,Month-to-month,No,Credit card (automatic),96.53266552339223,387.6506215987211,Yes
603A-B,Female,0,Yes,Yes,2,Yes,Yes,Fiber optic,No,No,Yes,No internet service,No,Yes,Month-to-month,Yes,Bank transfer (automatic),63.64906305076897,150.7561569854963,Yes
604A-B,Female,0,No,No,24,No,No,DSL,No,No internet service,No,No,No internet service,Yes,One year,No,Bank transfer (automatic),34.27334538078168,832.9193500797332,No
605A-B,Female,0,No,No,2,No,No,DSL,No,No,Yes,No,No internet service,No,Month-to-month,Yes,Credit card (automatic),57.516959384033406,117.77341440633595,Yes
606A-B,Female,0,No,Yes,9,No,Yes,Fiber optic,No internet service,No,No,Yes,No internet service,Yes,Month-to-month,No,Electronic check,66.276886756403,598.3739658652369,Yes
607A-B,Male,0,Yes,Yes,5,Yes,Yes,Fiber optic,No internet service,Yes,Yes,Yes,Yes,No internet service,Month-to-month,Yes,Mailed check,105.19957627047523,535.5399621897957,Yes
608A-B,Male,0,No,No,3,Yes,Yes,No,Yes,No internet service,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),89.03826661633344,242.71857781850292,Yes
609A-B,Male,1,Yes,No,35,Yes,No phone service,DSL,No,No internet service,No internet service,No internet service,No internet service,Yes,Two year,Yes,Electronic check,69.61240078285012,2430.0083395521074,No
610A-B,Male,0,No,Yes,11,Yes,No phone service,Fiber optic,No internet service,No internet service,No internet service,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),28.846977790679077,322.138134011166,Yes
611A-B,Male,0,Yes,Yes,3,No,No,No,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),82.39973779120636,235.70615543616304,Yes
612A-B,Male,0,No,No,13,No,Yes,Fiber optic,No,No,Yes,Yes,No internet service,No,One year,No,Electronic check,80.69185617899844,1041.7165259872925,Yes
613A-B,Male,0,Yes,No,66,No,No,Fiber optic,No,Yes,Yes,No internet service,No,Yes,Two year,No,Mailed check,50.041284157531464,3288.406106196063,No
614A-B,Male,0,No,No,10,No,No phone service,DSL,No internet service,Yes,Yes,No internet service,Yes,Yes,Month-to-month,No,Credit card (automatic),110.90652666673205,1096.178953449449,Yes
615A-B,Male,0,No,Yes,21,Yes,No phone service,No,Yes,Yes,No,No internet service,No,Yes,Month-to-month,Yes,Mailed check,59.19871219992718,1241.3140445573954,No
616A-B,Male,0,Yes,No,51,No,Yes,No,No,No internet service,No,Yes,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),57.609884624790254,2930.9749789322786,No
617A-B,Male,0,Yes,Yes,8,Yes,Yes,DSL,No internet service,Yes,No internet service,No,Yes,No,Month-to-month,Yes,Electronic check,97.86799544214657,783.3199404254611,Yes
618A-B,Male,0,No,No,8,Yes,Yes,Fiber optic,No internet service,No,No internet service,No,Yes,No internet service,Month-to-month,No,Credit card (automatic),83.06825842605943,658.6558463008,Yes
619A-B,Female,0,No,No,9,Yes,No phone service,No,Yes,Yes,Yes,No,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),49.59245431778764,433.89911756329184,No
620A-B,Female,0,No,No,4,Yes,No phone service,Fiber optic,Yes,No internet service,No,No internet service,No internet service,Yes,Month-to-month,Yes,Mailed check,107.08295053995829,419.80227146256226,Yes
621A-B,Female,0,Yes,Yes,6,Yes,No,DSL,No,Yes,No internet service,No internet service,No internet service,Yes,Month-to-month,No,Mailed check,77.36368543993018,466.1632467302912,Yes
622A-B,Male,0,No,No,1,No,Yes,No,No,Yes,Yes,No internet service,No internet service,Yes,Month-to-month,Yes,Electronic check,43.4884997295314,39.51386144194059,Yes
623A-B,Male,0,Yes,Yes,7,No,No,DSL,Yes,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,35.47586056656908,247.00924562350554,Yes
624A-B,Male,1,No,No,4,Yes,Yes,No,No internet service,Yes,No,No,No internet service,No,Month-to-month,No,Electronic check,97.25520990238554,379.1611711061172,Yes
625A-B,Male,0,No,No,36,No,Yes,No,No internet service,Yes,No,No,No,No,Two year,Yes,Credit card (automatic),80.73757107810488,2898.8576803173178,No
626A-B,Female,1,Yes,No,1,Yes,No,DSL,No internet service,Yes,No,Yes,No internet service,No internet service,One year,No,Bank transfer (automatic),47.82724163133918,47.96999488804103,No
627A-B,Female,0,Yes,Yes,9,Yes,No,No,Yes,Yes,No,No,No internet service,No internet service,One year,No,Bank transfer (automatic),88.75825224656535,790.3034692088478,No
628A-B,Female,0,Yes,No,10,No,No phone service,DSL,No,No,Yes,No internet service,Yes,Yes,Month-to-month,Yes,Credit card (automatic),102.3381028043356,1033.095892395691,Yes
629A-B,Female,1,No,Yes,70,Yes,No phone service,Fiber optic,Yes,No internet service,Yes,No internet service,No,No internet service,Two year,Yes,Bank transfer (automatic),113.00476876458762,7919.397482816792,Yes
630A-B,Male,0,No,Yes,55,No,No,Fiber optic,No internet service,No,No internet service,No internet service,No,Yes,One year,No,Electronic check,87.66506882143494,4827.556914573962,No
631A-B,Female,0,Yes,No,21,No,Yes,DSL,No,No,Yes,No,No internet service,Yes,Two year,Yes,Mailed check,71.94746344927506,1512.9393579735333,No
632A-B,Female,0,Yes,No,61,No,No phone service,Fiber optic,Yes,No,No,No internet service,No internet service,No,Two year,Yes,Credit card (automatic),88.68045126375077,5392.465336137698,No
633A-B,Male,0,Yes,Yes,38,No,No,Fiber optic,No,No internet service,Yes,Yes,No internet service,No internet service,Month-to-month,Yes,Mailed check,21.13414162018522,785.1017621442741,No
634A-B,Male,1,Yes,Yes,15,No,No,DSL,No,Yes,No internet service,No internet service,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),25.912942735840062,394.1583954937639,No
635A-B,Male,0,No,No,1,No,No phone service,Fiber optic,Yes,No,Yes,No internet service,Yes,No,Month-to-month,No,Credit card (automatic),94.95405412635215,92.04496468214484,Yes
636A-B,Female,0,No,No,33,Yes,No phone service,No,No,Yes,Yes,Yes,No internet service,No,Two year,No,Electronic check,62.079896474896856,2054.6362390630325,No
637A-B,Male,0,Yes,Yes,59,No,No phone service,DSL,No,No internet service,No internet service,No,No internet service,Yes,Two year,No,Electronic check,111.28099675829739,6548.574111757616,No
638A-B,Female,0,No,No,30,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),90.79021303128027,2709.485776953006,No
639A-B,Female,0,Yes,No,44,No,Yes,No,No internet service,Yes,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),30.312119819841506,1338.3453588773843,No
640A-B,Male,0,Yes,No,4,No,No phone service,DSL,Yes,No,Yes,No internet service,Yes,Yes,Month-to-month,Yes,Electronic check,22.428086176347897,84.19577510046805,Yes
